,Date,sars_cov2_rna [gc/(d*100000 capita)],median_7d_sars_cov2_rna [gc/(d*100000 capita)],new_cases [1/(d*100000 capita)],median_7d_new_cases [1/(d*100000 capita)],"quantification_flag [{Q: >LOQ,D: >LOD,N: <LOD}]",flow [m^3/d]
0,2020-10-02,,,3.636363636363636,3.636363636363636,,
1,2020-10-03,,,3.636324636363637,3.636324636363637,,
2,2020-10-04,,,3.636363636363636,3.636324636363637,,
3,2020-10-05,,,7.272487618181818,3.636363636363636,,
4,2020-10-06,,,5.454445127272727,3.636363636363636,,
5,2020-10-07,,,14.545296890909093,3.725635872727273,,
6,2020-10-08,,,7.272688272727273,5.454445127272727,,
7,2020-10-09,,,14.803500163636365,7.272487618181818,,
8,2020-10-11,,,3.636324636363637,7.272487618181818,,
9,2020-10-12,,,9.090730763636364,7.272688272727273,,
10,2020-10-13,,,10.908973909090909,9.090730763636364,,
11,2020-10-14,,,12.7271724,10.908973909090909,,
12,2020-10-15,,,16.363558363636365,10.908973909090909,,
13,2020-10-16,,,14.545376545454548,12.7271724,,
14,2020-10-17,,,5.712607745454545,10.908973909090909,,
15,2020-10-18,,,3.636363636363636,10.908973909090909,,
16,2020-10-19,,,38.18134256363636,12.7271724,,
17,2020-10-20,,,39.99974776363637,14.545376545454548,,
18,2020-10-21,,,36.36139861818182,16.363558363636365,,
19,2020-10-22,,,41.81749978181818,36.36139861818182,,
20,2020-10-23,,,49.09053707272727,38.18134256363636,,
21,2020-10-24,,,12.727272727272728,38.18134256363636,,
22,2020-10-25,,,12.72715870909091,38.18134256363636,,
23,2020-10-26,,,61.817399454545466,39.99974776363637,,
24,2020-10-27,,,69.08928358181818,41.81749978181818,,
25,2020-10-28,,,49.34885736363636,49.09053707272727,,
26,2020-10-29,,,49.179914290909096,49.179914290909096,,
27,2020-10-30,,,52.72671334545455,49.34885736363636,,
28,2020-10-31,,,16.363435709090908,49.34885736363636,,14258.0
29,2020-11-01,,,25.454236545454545,49.34885736363636,,
30,2020-11-02,,,58.181058854545455,49.34885736363636,,
31,2020-11-03,,,58.1813122,49.34885736363636,,12630.0
32,2020-11-04,,,49.34843443636363,49.34843443636363,,
33,2020-11-05,,,38.18160383636364,49.34843443636363,,12549.0
34,2020-11-06,,,27.27242629090909,38.18160383636364,,
35,2020-11-07,,,21.81807356363636,38.18160383636364,,
36,2020-11-08,,,16.363636363636363,38.18160383636364,,11713.0
37,2020-11-09,,,54.54541554545455,38.18160383636364,,
38,2020-11-10,,,41.81755276363637,38.18160383636364,,12570.0
39,2020-11-11,,,38.27073674545454,38.18160383636364,,
40,2020-11-12,,,40.25776994545454,38.27073674545454,,12334.0
41,2020-11-13,,,49.09062836363637,40.25776994545454,,
42,2020-11-14,,,19.99893376363636,40.25776994545454,,
43,2020-11-15,,,32.727259036363634,40.25776994545454,,11057.0
44,2020-11-16,,,67.27214556363636,40.25776994545454,,
45,2020-11-17,,,56.36327845454545,40.25776994545454,,11793.0
46,2020-11-18,,,56.3623228,49.09062836363637,,
47,2020-11-19,,,43.63555636363636,49.09062836363637,,11935.0
48,2020-11-20,,,45.45303098181818,45.45303098181818,,
49,2020-11-21,,,30.90872323636364,45.45303098181818,,
50,2020-11-22,,,16.363392945454546,45.45303098181818,,10545.0
51,2020-11-23,,,76.36201243636364,45.45303098181818,,
52,2020-11-24,,,45.454183854545455,45.45303098181818,,10244.0
53,2020-11-25,,,45.454089290909096,45.45303098181818,,
54,2020-11-26,,,41.81784183636364,45.45303098181818,,11739.0
55,2020-11-27,,,41.81774221818182,41.81784183636364,,
56,2020-11-28,,,27.27252661818181,41.81784183636364,,
57,2020-11-29,,,23.636022272727278,41.81784183636364,,10822.0
58,2020-11-30,,,58.18103598181818,41.81784183636364,,
59,2020-12-01,,,38.43863858181818,41.81774221818182,,
60,2020-12-02,,,52.72698983636364,41.81774221818182,,
61,2020-12-03,,,58.18161247272728,41.81774221818182,,
62,2020-12-04,,,29.09063043636364,38.43863858181818,,
63,2020-12-05,,,27.27171372727273,38.43863858181818,,
64,2020-12-06,,,14.545354218181815,38.43863858181818,,
65,2020-12-07,,,63.89403890909091,38.43863858181818,,
66,2020-12-08,,,41.81773645454546,41.81773645454546,,
67,2020-12-09,,,41.81688169090909,41.81688169090909,,
68,2020-12-10,,,56.36226050909091,41.81688169090909,,
69,2020-12-11,,,36.36343570909091,41.81688169090909,,
70,2020-12-12,,,29.09066943636364,41.81688169090909,,
71,2020-12-13,,,19.99898645454545,41.81688169090909,,
72,2020-12-14,,,64.15212661818181,41.81688169090909,,
73,2020-12-15,,,42.07583487272727,41.81688169090909,,
74,2020-12-16,,,63.63571474545455,42.07583487272727,,
75,2020-12-17,,,45.45306301818182,42.07583487272727,,
76,2020-12-18,,,42.07393043636363,42.07583487272727,,
77,2020-12-19,,,23.636123981818184,42.07583487272727,,
78,2020-12-20,,,10.908976890909091,42.07583487272727,,
79,2020-12-21,,,56.36282940000001,42.07583487272727,,
80,2020-12-22,,,36.36339463636364,42.07393043636363,,
81,2020-12-23,,,32.7267574,36.36339463636364,,
82,2020-12-24,,,19.998685472727274,32.7267574,,
83,2020-12-25,,,21.817910309090912,23.636123981818184,,
84,2020-12-26,,,9.090708436363638,21.817910309090912,,
85,2020-12-27,,,14.54436598181818,21.817910309090912,,
86,2020-12-28,,,38.18111589090909,21.817910309090912,,
87,2020-12-29,,,27.272434927272723,21.817910309090912,,
88,2020-12-30,,,21.81779283636364,21.81779283636364,,
89,2020-12-31,,,29.08932543636364,21.817910309090912,,
90,2021-01-01,,,16.621663345454543,21.81779283636364,,
91,2021-01-02,,,29.864981945454545,27.272434927272723,,
92,2021-01-03,,,10.90909090909091,27.272434927272723,,
93,2021-01-04,,,52.81612996363637,27.272434927272723,,
94,2021-01-05,,,31.42476518181818,29.08932543636364,,
95,2021-01-06,,,23.636123981818184,29.08932543636364,,
96,2021-01-07,,,29.34876607272728,29.34876607272728,,
97,2021-01-08,,,20.515197672727275,29.34876607272728,,
98,2021-01-09,,,30.908976890909088,29.34876607272728,,
99,2021-01-10,,,12.727272727272728,29.34876607272728,,
100,2021-01-11,,,14.54414001818182,23.636123981818184,,
101,2021-01-12,,,32.98403787272728,23.636123981818184,,
102,2021-01-13,,,23.63602365454545,23.63602365454545,,
103,2021-01-14,,,16.363536036363637,20.515197672727275,,
104,2021-01-15,,,20.773986218181825,20.773986218181825,,
105,2021-01-16,,,34.544350945454546,20.773986218181825,,
106,2021-01-17,,,5.454445127272727,20.773986218181825,,
107,2021-01-18,,,41.817540854545456,23.63602365454545,,
108,2021-01-19,,,19.999264727272728,20.773986218181825,,
109,2021-01-20,,,27.2723736,20.773986218181825,,
110,2021-01-21,,,21.81798116363636,21.81798116363636,,
111,2021-01-22,,,18.1814782,21.81798116363636,,
112,2021-01-23,,,4.152488218181818,19.999264727272728,,
113,2021-01-24,,,12.727072072727273,19.999264727272728,,
114,2021-01-25,,,29.09021543636364,19.999264727272728,,
115,2021-01-26,,,7.2726190181818176,18.1814782,,
116,2021-01-27,,,14.545354218181815,14.545354218181815,,
117,2021-01-28,,,12.98523469090909,12.98523469090909,,
118,2021-01-29,,,21.81808149090909,12.98523469090909,,
119,2021-01-30,,,14.545139872727274,14.545139872727274,,
120,2021-01-31,,,3.636224309090909,14.545139872727274,,
121,2021-02-01,,,10.908982654545456,12.98523469090909,,27247.0
122,2021-02-02,,,9.090887472727273,12.98523469090909,,22418.0
123,2021-02-03,,,16.45261418181818,12.98523469090909,,23500.0
124,2021-02-04,,,18.27076205454545,14.545139872727274,,16106.0
125,2021-02-05,,,21.817985654545453,14.545139872727274,,17940.0
126,2021-02-06,,,16.36342201818182,16.36342201818182,,18051.0
